,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
858,1,42,2,furniture/equipment,3965,1,2,4,male : married/widowed,none,3,building soc. savings agr./life insurance,34,none,2,1,3,0 to 2,1,2,0
859,1,12,2,furniture/equipment,727,2,2,4,female : single,none,3,real estate,33,none,2,1,2,0 to 2,2,2,0
860,4,48,2,retraining,3914,5,3,4,male : divorced/separated,none,2,unknown / no property,38,bank,2,1,3,0 to 2,1,2,0
861,1,48,2,retraining,4308,1,2,3,female : non-single or male : single,none,4,car or other,24,none,1,1,3,0 to 2,1,2,0
862,2,12,2,furniture/equipment,1534,1,2,1,female : single,none,1,unknown / no property,23,none,1,1,3,0 to 2,1,2,0
863,4,18,4,others,2775,1,4,2,male : married/widowed,none,2,car or other,31,bank,2,2,3,0 to 2,1,2,0
864,1,40,4,repairs,5998,1,3,4,male : married/widowed,none,3,real estate,27,bank,2,1,3,0 to 2,2,2,0
865,3,15,4,furniture/equipment,1271,5,3,3,male : married/widowed,none,4,real estate,39,none,3,2,3,0 to 2,2,2,0
866,2,12,2,others,1295,1,2,3,female : non-single or male : single,none,1,building soc. savings agr./life insurance,25,none,1,1,3,0 to 2,1,2,0
867,2,36,2,car (new),9398,1,2,1,female : single,none,4,building soc. savings agr./life insurance,28,none,1,1,4,0 to 2,2,2,0
868,2,12,2,car (used),951,2,2,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,27,bank,1,4,3,0 to 2,1,2,0
869,2,24,2,others,1355,1,2,3,female : non-single or male : single,none,4,building soc. savings agr./life insurance,25,none,2,1,2,0 to 2,2,2,0
870,1,48,2,radio/television,3051,1,3,3,male : married/widowed,none,4,building soc. savings agr./life insurance,54,none,2,1,3,0 to 2,1,2,0
871,4,36,4,others,7855,1,3,4,female : non-single or male : single,none,2,unknown / no property,25,stores,2,2,3,0 to 2,2,2,0
872,4,18,2,furniture/equipment,433,1,1,3,female : non-single or male : single,co-applicant,4,unknown / no property,22,none,1,1,3,0 to 2,1,2,0
873,4,36,3,retraining,9572,1,2,1,male : divorced/separated,none,1,building soc. savings agr./life insurance,28,none,2,2,3,0 to 2,1,2,0
874,2,24,1,repairs,1837,1,4,4,female : non-single or male : single,none,4,real estate,34,bank,3,1,2,0 to 2,1,2,0
875,2,30,4,others,4249,1,1,4,female : single,none,2,building soc. savings agr./life insurance,28,none,2,2,4,0 to 2,1,2,0
876,2,30,4,others,5234,1,1,4,female : single,none,2,building soc. savings agr./life insurance,28,none,2,2,4,0 to 2,1,2,0
877,1,48,2,furniture/equipment,6758,1,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,none,2,1,3,0 to 2,2,2,0
878,1,9,2,furniture/equipment,1366,1,2,3,female : non-single or male : single,none,4,car or other,22,none,1,1,3,0 to 2,1,2,0
879,1,24,1,business,1358,5,5,4,male : married/widowed,none,3,building soc. savings agr./life insurance,40,stores,2,1,4,0 to 2,2,2,0
880,1,18,2,car (used),2473,1,1,4,male : married/widowed,none,1,building soc. savings agr./life insurance,25,none,2,1,1,0 to 2,1,2,0
881,3,9,0,furniture/equipment,1337,1,2,4,male : married/widowed,none,2,building soc. savings agr./life insurance,34,none,2,2,4,0 to 2,2,2,0
882,1,48,2,others,7763,1,5,4,male : married/widowed,none,4,real estate,42,bank,3,1,4,0 to 2,1,2,0
883,2,15,1,others,1264,2,3,2,female : single,none,2,car or other,25,none,1,1,3,0 to 2,1,2,0
884,2,15,2,others,2631,2,3,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,28,none,1,2,3,0 to 2,2,2,0
885,2,48,2,others,6560,2,4,3,male : married/widowed,none,2,car or other,24,none,2,1,3,0 to 2,1,2,0
886,1,24,2,others,3123,1,2,4,female : non-single or male : single,none,1,car or other,27,none,2,1,3,0 to 2,1,2,0
887,1,36,4,repairs,8065,1,3,3,female : non-single or male : single,none,2,real estate,25,none,2,2,4,0 to 2,2,2,0
888,1,24,2,furniture/equipment,2439,1,2,4,female : non-single or male : single,none,4,unknown / no property,35,none,2,1,3,0 to 2,2,2,0
889,2,36,2,car (used),9034,2,2,4,male : married/widowed,co-applicant,1,real estate,29,none,1,1,4,0 to 2,2,2,0
890,2,60,2,others,14027,1,4,4,male : married/widowed,none,2,real estate,27,none,2,1,4,0 to 2,2,2,0
891,1,36,4,car (new),9629,1,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,24,none,2,2,3,0 to 2,2,2,0
892,2,12,2,furniture/equipment,1484,5,3,2,female : single,none,1,unknown / no property,25,none,2,1,3,0 to 2,2,2,0
893,1,18,2,car (used),1131,1,1,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,1,2,0
894,2,24,3,car (used),2064,1,1,3,female : non-single or male : single,none,2,car or other,34,none,2,1,4,0 to 2,2,2,0
895,2,18,2,car (new),12976,1,1,3,female : non-single or male : single,none,4,real estate,38,none,3,1,4,0 to 2,2,2,0
896,4,21,3,retraining,2580,3,2,4,male : married/widowed,none,2,unknown / no property,41,bank,2,1,2,3 or more,1,2,0
897,4,27,2,others,2570,1,3,3,female : non-single or male : single,none,3,unknown / no property,21,none,1,1,3,0 to 2,1,2,0
898,2,27,2,retraining,3915,1,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,36,none,2,1,3,3 or more,2,2,0
899,4,10,2,others,1309,5,3,4,male : married/widowed,guarantor,4,car or other,27,none,2,1,2,0 to 2,1,2,0
900,1,24,2,others,4817,1,4,2,male : married/widowed,co-applicant,3,car or other,31,none,2,1,3,0 to 2,2,2,0
901,1,12,2,others,2579,1,2,4,male : married/widowed,none,1,unknown / no property,33,none,2,1,2,3 or more,1,2,0
902,2,36,3,others,2225,1,5,4,male : married/widowed,none,4,real estate,57,bank,3,2,3,0 to 2,2,2,0
903,1,18,2,car (used),4153,1,3,2,male : married/widowed,co-applicant,3,building soc. savings agr./life insurance,42,none,2,1,3,0 to 2,1,2,0
904,1,18,0,car (used),3114,1,2,1,female : non-single or male : single,none,4,car or other,26,none,1,1,3,0 to 2,1,2,0
905,1,18,4,car (used),2124,1,3,4,female : non-single or male : single,none,4,unknown / no property,24,none,1,2,3,0 to 2,1,2,0
906,1,18,1,car (used),1553,1,3,4,male : married/widowed,none,3,building soc. savings agr./life insurance,44,bank,2,1,3,0 to 2,1,2,0
907,1,30,2,car (used),2406,1,4,4,female : non-single or male : single,none,4,unknown / no property,23,none,1,1,3,0 to 2,1,2,0
908,1,24,3,others,1333,1,1,4,male : married/widowed,none,2,unknown / no property,43,none,3,2,3,3 or more,1,2,0
909,1,48,0,car (used),7119,1,3,3,male : married/widowed,none,4,real estate,53,none,3,2,3,3 or more,1,2,0
910,1,24,3,others,4870,1,3,3,male : married/widowed,none,4,real estate,53,none,3,2,3,3 or more,1,2,0
911,1,12,4,others,691,1,5,4,male : married/widowed,none,3,car or other,35,none,2,2,3,0 to 2,1,2,0
912,1,42,3,furniture/equipment,4370,1,4,3,male : married/widowed,none,2,car or other,26,bank,2,2,3,3 or more,2,2,0
913,1,36,1,car (used),2746,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,31,bank,2,1,3,0 to 2,1,2,0
914,1,24,0,car (used),4110,1,5,3,male : married/widowed,none,4,real estate,23,bank,1,2,3,3 or more,1,2,0
915,1,18,2,car (used),2462,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,22,none,2,1,3,0 to 2,1,2,0
916,1,12,2,car (used),1282,1,3,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,20,none,1,1,3,0 to 2,1,2,0
917,2,12,0,car (used),2969,1,2,4,female : non-single or male : single,none,3,car or other,25,none,1,2,3,0 to 2,1,2,0
918,1,48,0,car (new),4605,1,5,3,male : married/widowed,none,4,real estate,24,none,3,2,3,3 or more,1,2,0
919,1,48,4,car (new),6331,1,5,4,male : married/widowed,none,4,real estate,46,none,3,2,3,0 to 2,2,2,0
920,1,24,1,car (used),3552,1,4,3,male : married/widowed,none,4,building soc. savings agr./life insurance,27,bank,2,1,3,0 to 2,1,2,0
921,1,12,1,others,697,1,2,4,male : married/widowed,none,2,building soc. savings agr./life insurance,46,bank,2,2,3,0 to 2,2,2,0
922,1,24,2,others,1442,1,4,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,1,2,3,0 to 2,1,2,0
923,1,27,0,retraining,5293,1,1,2,male : married/widowed,none,4,car or other,50,none,2,2,3,0 to 2,2,2,0
924,1,21,3,repairs,3414,1,2,2,male : married/widowed,none,1,car or other,26,stores,2,2,3,0 to 2,1,2,0
925,1,18,2,car (used),2039,1,3,1,female : non-single or male : single,none,4,unknown / no property,20,none,1,1,3,0 to 2,1,2,0
926,1,24,1,retraining,3161,1,3,4,male : married/widowed,none,2,car or other,31,bank,1,1,3,0 to 2,2,2,0
927,1,12,2,vacation,902,1,4,4,female : single,none,4,car or other,21,none,1,1,3,0 to 2,1,2,0
928,1,48,2,car (new),10297,1,4,4,male : married/widowed,none,4,real estate,39,none,3,3,3,3 or more,2,2,0
929,2,48,0,retraining,14421,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,25,stores,2,1,3,0 to 2,2,2,0
930,2,18,4,others,1056,1,5,3,male : married/widowed,guarantor,3,unknown / no property,30,none,2,2,3,0 to 2,1,2,0
931,1,12,2,others,1274,1,2,3,female : non-single or male : single,none,1,unknown / no property,37,bank,2,1,2,0 to 2,1,2,0
932,2,12,2,others,1223,1,5,1,male : divorced/separated,none,1,unknown / no property,46,none,1,2,3,0 to 2,1,2,0
933,1,12,2,others,1372,1,4,2,male : divorced/separated,none,3,building soc. savings agr./life insurance,36,none,2,1,3,0 to 2,1,2,0
934,1,16,4,others,2625,1,5,2,male : married/widowed,guarantor,4,car or other,43,none,1,1,3,0 to 2,2,1,0
935,1,20,4,others,2235,1,3,4,female : single,guarantor,2,car or other,33,bank,1,2,3,0 to 2,1,1,0
936,2,9,2,car (used),959,1,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,29,bank,2,1,3,0 to 2,1,2,0
937,2,18,4,others,884,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,36,none,2,1,3,3 or more,2,2,0
938,2,24,2,others,1246,1,2,4,male : married/widowed,none,2,unknown / no property,23,bank,2,1,2,0 to 2,1,2,0
939,2,36,3,others,8086,2,5,2,male : married/widowed,none,4,building soc. savings agr./life insurance,42,stores,2,4,4,0 to 2,2,2,0
940,4,48,4,others,10127,3,3,2,male : married/widowed,none,2,real estate,44,none,3,1,3,0 to 2,1,2,0
941,2,12,2,others,888,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,41,bank,2,1,2,3 or more,1,2,0
942,4,12,2,repairs,719,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,41,bank,2,1,2,3 or more,1,2,0
943,2,36,2,others,12389,5,3,1,male : married/widowed,none,4,real estate,37,bank,3,1,3,0 to 2,2,2,0
944,1,12,2,furniture/equipment,709,1,5,4,male : married/widowed,none,4,unknown / no property,57,none,2,1,2,0 to 2,1,2,0
945,2,15,1,others,6850,2,1,1,male : married/widowed,none,2,car or other,34,stores,2,1,4,3 or more,2,2,0
946,4,10,2,car (used),2210,1,3,2,male : married/widowed,none,2,unknown / no property,25,none,1,1,2,0 to 2,1,2,0
947,4,30,1,car (new),7485,5,1,4,female : non-single or male : single,none,1,unknown / no property,53,bank,2,1,4,0 to 2,2,2,0
948,1,18,1,others,1442,1,4,4,male : married/widowed,none,4,real estate,32,bank,3,2,2,3 or more,1,2,0
949,4,12,4,furniture/equipment,797,5,5,4,female : non-single or male : single,none,3,car or other,33,none,2,1,2,3 or more,1,2,0
950,2,45,4,furniture/equipment,4746,1,2,4,male : married/widowed,none,2,car or other,24,bank,2,2,2,0 to 2,1,2,0
951,3,12,4,others,939,3,4,4,female : single,none,2,unknown / no property,28,none,2,3,3,0 to 2,2,2,0
952,2,21,2,retraining,1188,1,5,2,female : non-single or male : single,none,4,car or other,39,none,2,1,3,3 or more,1,2,0
953,4,48,4,car (new),11590,2,3,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,24,none,1,2,2,0 to 2,1,2,0
954,3,12,1,retraining,609,1,2,4,female : non-single or male : single,none,1,unknown / no property,26,bank,2,1,1,0 to 2,1,2,0
955,1,18,4,domestic appliances,1190,1,1,2,female : non-single or male : single,none,4,real estate,55,none,3,3,1,3 or more,1,2,0
956,2,21,2,retraining,2767,2,5,4,male : divorced/separated,none,2,building soc. savings agr./life insurance,61,none,1,2,2,0 to 2,1,2,0
957,2,30,2,car (used),3441,2,3,2,female : non-single or male : single,co-applicant,4,building soc. savings agr./life insurance,21,bank,1,1,3,0 to 2,1,2,0
958,2,30,0,retraining,4280,2,3,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,26,none,1,2,2,0 to 2,1,2,0
959,2,24,2,furniture/equipment,3092,2,2,3,female : single,none,2,building soc. savings agr./life insurance,22,none,1,1,3,0 to 2,2,2,0
960,4,18,2,others,6761,5,3,2,male : married/widowed,none,4,building soc. savings agr./life insurance,68,stores,1,2,3,0 to 2,1,2,0
961,2,12,2,furniture/equipment,1331,1,2,2,male : married/widowed,none,1,building soc. savings agr./life insurance,22,none,2,1,3,0 to 2,1,2,0
962,2,54,0,retraining,15945,1,2,3,male : married/widowed,none,4,real estate,58,none,1,1,3,0 to 2,2,2,0
963,1,24,2,car (used),3234,1,2,4,female : non-single or male : single,none,4,unknown / no property,23,none,1,1,2,0 to 2,2,2,0
964,2,15,2,furniture/equipment,802,1,5,4,male : married/widowed,none,3,building soc. savings agr./life insurance,37,none,2,1,3,3 or more,1,2,0
965,2,48,2,car (used),9960,1,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,bank,2,1,3,0 to 2,2,2,0
966,4,24,3,retraining,8648,1,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,27,bank,2,2,3,0 to 2,2,2,0
967,1,18,2,furniture/equipment,1345,1,3,4,female : single,none,3,unknown / no property,26,none,2,1,3,0 to 2,1,2,0
968,1,45,2,furniture/equipment,1845,1,3,4,male : married/widowed,none,4,real estate,23,none,3,1,3,0 to 2,2,2,0
969,1,21,1,others,1647,5,3,4,male : married/widowed,none,2,car or other,40,bank,2,2,2,3 or more,1,2,0
970,4,48,2,retraining,4844,1,1,3,male : married/widowed,none,2,building soc. savings agr./life insurance,33,none,1,1,4,0 to 2,2,2,0
971,2,27,0,retraining,8318,1,5,2,female : non-single or male : single,none,4,real estate,42,stores,3,2,4,0 to 2,2,2,0
972,3,18,2,furniture/equipment,2100,1,3,4,male : married/widowed,co-applicant,2,unknown / no property,37,none,2,1,3,0 to 2,1,2,0
973,1,45,0,retraining,11816,1,5,2,male : married/widowed,none,4,building soc. savings agr./life insurance,29,none,1,2,3,0 to 2,1,2,0
974,1,6,2,repairs,448,1,2,4,female : non-single or male : single,none,4,car or other,23,none,2,1,3,0 to 2,1,2,0
975,1,30,2,domestic appliances,11998,1,2,1,male : divorced/separated,none,1,real estate,34,bank,2,1,2,0 to 2,2,2,0
976,2,48,0,business,18424,1,3,1,female : non-single or male : single,none,2,car or other,32,bank,2,1,4,0 to 2,2,1,0
977,1,6,2,others,14896,1,5,1,male : married/widowed,none,4,real estate,68,bank,2,1,4,0 to 2,2,2,0
978,2,12,2,car (used),2762,5,5,1,female : non-single or male : single,none,2,car or other,25,none,2,1,3,0 to 2,2,2,0
979,1,12,2,car (new),3386,1,5,3,male : married/widowed,none,4,real estate,35,none,3,1,3,0 to 2,2,2,0
980,2,24,2,furniture/equipment,2039,1,2,1,female : single,none,1,car or other,22,none,2,1,3,0 to 2,2,2,0
981,4,18,3,retraining,2169,1,3,4,female : single,none,2,building soc. savings agr./life insurance,28,none,2,1,3,0 to 2,2,2,0
982,2,48,4,car (used),5096,1,3,2,female : non-single or male : single,none,3,building soc. savings agr./life insurance,30,none,2,1,4,0 to 2,2,2,0
983,1,18,2,furniture/equipment,1882,1,3,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,25,bank,1,2,3,0 to 2,1,2,0
984,1,48,2,furniture/equipment,6999,1,4,1,female : single,guarantor,1,unknown / no property,34,none,2,2,3,0 to 2,2,2,0
985,4,12,4,retraining,2292,1,1,4,male : married/widowed,none,2,building soc. savings agr./life insurance,42,stores,2,2,4,0 to 2,2,2,0
986,1,14,2,others,8978,1,5,1,male : divorced/separated,none,4,car or other,45,none,2,1,4,0 to 2,2,1,0
987,1,12,2,furniture/equipment,674,2,4,4,female : single,none,1,car or other,20,none,2,1,3,0 to 2,1,2,0
988,1,18,2,others,976,1,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,2,1,2,0 to 2,1,2,0
989,2,24,2,others,2718,1,3,3,female : non-single or male : single,none,4,car or other,20,none,1,1,2,0 to 2,2,2,0
990,1,18,2,repairs,750,1,1,4,female : non-single or male : single,none,1,unknown / no property,27,none,2,1,1,0 to 2,1,2,0
991,2,24,2,car (new),12579,1,5,4,female : non-single or male : single,none,2,real estate,44,none,3,1,4,0 to 2,2,2,0
992,1,18,2,car (new),7511,5,5,1,male : married/widowed,none,4,car or other,51,none,3,1,3,3 or more,2,2,0
993,1,18,4,others,3966,1,5,1,female : non-single or male : single,none,4,unknown / no property,33,bank,1,3,3,0 to 2,2,2,0
994,1,12,0,furniture/equipment,6199,1,3,4,male : married/widowed,none,2,car or other,28,none,1,2,3,0 to 2,2,2,0
995,1,24,2,furniture/equipment,1987,1,3,2,male : married/widowed,none,4,unknown / no property,21,none,1,1,2,3 or more,1,2,0
996,1,24,2,others,2303,1,5,4,male : married/widowed,co-applicant,1,unknown / no property,45,none,2,1,3,0 to 2,1,2,0
997,4,21,4,others,12680,5,5,4,male : married/widowed,none,4,real estate,30,none,3,1,4,0 to 2,2,2,0
998,2,12,2,furniture/equipment,6468,5,1,2,male : married/widowed,none,1,real estate,52,none,2,1,4,0 to 2,2,2,0
999,1,30,2,car (used),6350,5,5,4,male : married/widowed,none,4,car or other,31,none,2,1,3,0 to 2,1,2,0
