,age,workclass,fnlwgt,education,education.num,marital.status,occupation_category,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
213,late adulthood,?,234083,HS-grad,9,Divorced,,Other,Not-in-family,White,Female,0,2205,40,United-States,0
214,adult,Self-emp-inc,23510,Masters,14,Divorced,White Collar,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,2201,60,India,1
215,late adulthood,Private,181232,11th,7,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2179,40,United-States,0
216,young adult,Private,166481,7th-8th,4,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,Other,Male,0,2179,40,Puerto-Rico,0
217,adult,Self-emp-inc,139916,Assoc-voc,11,Married-civ-spouse,Service,Sales,Husband,Other,Male,0,2179,84,Mexico,0
218,adult,Self-emp-not-inc,144594,7th-8th,4,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2179,40,United-States,0
219,adult,Self-emp-not-inc,266707,1st-4th,2,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2179,18,United-States,0
220,adult,State-gov,303176,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,2179,40,United-States,0
221,young adult,Self-emp-not-inc,56460,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Wife,White,Female,0,2179,12,United-States,0
222,adult,Private,167523,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2179,45,United-States,0
223,young adult,Private,119004,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,2179,40,United-States,0
224,adult,Private,175925,10th,6,Married-civ-spouse,Service,Sales,Husband,White,Male,0,2179,52,United-States,0
225,adult,Private,212847,Some-college,10,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,2179,40,United-States,0
226,adult,Self-emp-not-inc,191175,5th-6th,3,Married-civ-spouse,Service,Sales,Husband,White,Male,0,2179,50,Mexico,0
227,late adulthood,?,83043,Bachelors,13,Married-civ-spouse,,Other,Husband,White,Male,0,2179,45,United-States,0
228,adult,Self-emp-not-inc,170214,HS-grad,9,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,2179,40,United-States,0
229,young adult,Private,180714,Some-college,10,Married-civ-spouse,Blue Collar,Transport-moving,Husband,Black,Male,0,2179,40,United-States,0
230,late adulthood,?,177351,Bachelors,13,Married-civ-spouse,,Other,Husband,White,Male,0,2174,40,United-States,1
231,late adulthood,Self-emp-not-inc,111483,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,2174,10,United-States,1
232,late adulthood,Private,282642,HS-grad,9,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,2174,40,United-States,1
233,late adulthood,Self-emp-not-inc,309955,Prof-school,15,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,2174,50,United-States,1
234,late adulthood,State-gov,215908,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,2174,40,United-States,1
235,late adulthood,Federal-gov,23494,Some-college,10,Married-civ-spouse,White Collar,Exec-managerial,Husband,Black,Male,0,2174,40,United-States,1
236,late adulthood,Private,147551,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,2174,50,United-States,1
237,late adulthood,?,141221,Bachelors,13,Married-civ-spouse,,Other,Husband,Asian-Pac-Islander,Male,0,2163,25,South,0
238,late adulthood,Self-emp-not-inc,116903,Assoc-voc,11,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,2149,40,United-States,0
239,late adulthood,Self-emp-not-inc,119129,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,2149,20,United-States,0
240,adult,Private,143582,5th-6th,3,Married-civ-spouse,Blue Collar,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,2129,72,?,0
241,young,Self-emp-not-inc,342384,11th,7,Married-civ-spouse,Blue Collar,Craft-repair,Own-child,White,Male,0,2129,55,United-States,0
242,young adult,Self-emp-not-inc,68899,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2129,40,United-States,0
243,adult,Federal-gov,207107,Assoc-acdm,12,Divorced,White Collar,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,0,2080,40,Philippines,0
244,late adulthood,Private,149044,Masters,14,Married-civ-spouse,White Collar,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2057,60,China,0
245,young adult,Private,148524,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2057,40,United-States,0
246,adult,Self-emp-not-inc,268639,Some-college,10,Married-civ-spouse,White Collar,Prof-specialty,Wife,White,Female,0,2057,60,Canada,0
247,young adult,Private,272019,11th,7,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2057,40,United-States,0
248,young adult,Private,239753,HS-grad,9,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,2057,20,United-States,0
249,young adult,Private,199864,Some-college,10,Married-civ-spouse,White Collar,Adm-clerical,Wife,White,Female,0,2057,40,United-States,0
250,adult,Private,125831,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,60,United-States,0
251,young adult,Private,67728,Some-college,10,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,45,United-States,0
252,young adult,Private,115717,Some-college,10,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,2051,40,United-States,0
253,adult,Private,172281,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2051,50,United-States,0
254,adult,Local-gov,305053,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,40,United-States,0
255,adult,Self-emp-not-inc,105010,HS-grad,9,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,2051,20,United-States,0
256,young adult,Private,291052,Some-college,10,Married-civ-spouse,White Collar,Adm-clerical,Husband,White,Male,0,2051,40,United-States,0
257,young adult,Federal-gov,248919,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2051,40,United-States,0
258,young adult,Private,84119,Some-college,10,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,40,United-States,0
259,young adult,Local-gov,105540,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,2051,40,United-States,0
260,young adult,Private,161765,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,2051,57,United-States,0
261,adult,Private,195635,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,2051,38,United-States,0
262,adult,Private,816750,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,40,United-States,0
263,young adult,Private,160192,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,44,United-States,0
264,young adult,Private,136081,HS-grad,9,Married-civ-spouse,Blue Collar,Machine-op-inspct,Husband,White,Male,0,2051,40,United-States,0
265,young adult,Private,244473,Assoc-voc,11,Married-civ-spouse,White Collar,Tech-support,Husband,White,Male,0,2051,40,United-States,0
266,adult,Private,187033,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,40,United-States,0
267,young adult,Private,265807,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2051,55,United-States,0
268,young adult,Private,154410,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,40,Poland,0
269,young adult,Private,314007,10th,6,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,40,United-States,0
270,late adulthood,Private,179743,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2051,20,United-States,0
271,adult,Private,117037,11th,7,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2042,40,United-States,0
272,young adult,Private,40135,Some-college,10,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,0
273,adult,Private,315423,Some-college,10,Married-civ-spouse,Service,Sales,Husband,White,Male,0,2042,50,United-States,0
274,young adult,Private,35429,HS-grad,9,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,0
275,adult,Self-emp-not-inc,120837,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2042,48,United-States,0
276,young adult,Private,90614,Assoc-acdm,12,Married-civ-spouse,White Collar,Tech-support,Husband,White,Male,0,2042,10,United-States,0
277,young adult,Private,202878,7th-8th,4,Married-civ-spouse,Blue Collar,Farming-fishing,Husband,White,Male,0,2042,40,United-States,0
278,young adult,Private,260954,11th,7,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2042,30,United-States,0
279,late adulthood,Private,127084,HS-grad,9,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,2042,34,United-States,0
280,adult,Local-gov,107231,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2002,40,United-States,0
281,adult,Local-gov,135102,HS-grad,9,Married-civ-spouse,Service,Other-service,Husband,White,Male,0,2002,45,United-States,0
282,adult,Private,201822,7th-8th,4,Married-civ-spouse,Blue Collar,Handlers-cleaners,Husband,White,Male,0,2002,40,United-States,0
283,adult,Private,413363,11th,7,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2002,40,United-States,0
284,young adult,Federal-gov,148138,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2002,40,Iran,0
285,adult,Self-emp-not-inc,170721,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2002,40,United-States,0
286,young adult,Private,102858,Assoc-acdm,12,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,2002,42,United-States,0
287,young adult,Local-gov,175262,Assoc-acdm,12,Married-civ-spouse,,Protective-serv,Husband,White,Male,0,2002,40,England,0
288,young adult,Private,36936,Assoc-voc,11,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2002,40,United-States,0
289,adult,Private,169982,Bachelors,13,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,2002,50,United-States,0
290,adult,Self-emp-not-inc,208407,Bachelors,13,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,2002,30,United-States,0
291,young adult,?,131777,Bachelors,13,Married-civ-spouse,,Other,Husband,White,Male,0,2002,40,United-States,0
292,adult,Private,41090,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Husband,White,Male,0,2002,60,United-States,0
293,young adult,Private,183739,HS-grad,9,Married-civ-spouse,Blue Collar,Craft-repair,Own-child,White,Female,0,2002,40,United-States,0
294,adult,Private,357540,Bachelors,13,Married-civ-spouse,Service,Sales,Husband,White,Male,0,2002,55,United-States,0
295,young adult,Private,48520,Assoc-acdm,12,Married-civ-spouse,White Collar,Prof-specialty,Husband,White,Male,0,2002,40,United-States,0
296,young adult,Private,107916,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2002,40,United-States,0
297,young adult,Self-emp-inc,198613,HS-grad,9,Married-civ-spouse,White Collar,Exec-managerial,Husband,White,Male,0,2002,40,United-States,0
298,adult,Private,283743,HS-grad,9,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2002,40,United-States,0
299,adult,Private,210940,HS-grad,9,Married-civ-spouse,Service,Sales,Husband,White,Male,0,2002,45,United-States,0
300,adult,Self-emp-not-inc,355978,Doctorate,16,Married-civ-spouse,Blue Collar,Transport-moving,Husband,White,Male,0,2002,45,United-States,0
301,young,?,241616,HS-grad,9,Never-married,,Other,Unmarried,White,Male,0,2001,40,United-States,0
302,young adult,Private,57651,HS-grad,9,Never-married,White Collar,Adm-clerical,Unmarried,White,Male,0,2001,42,United-States,0
303,young,Private,315877,HS-grad,9,Never-married,Service,Other-service,Unmarried,White,Male,0,2001,40,United-States,0
304,adult,Federal-gov,74680,Masters,14,Divorced,White Collar,Adm-clerical,Not-in-family,White,Male,0,2001,60,United-States,0
305,young adult,Private,454508,11th,7,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,2001,40,United-States,0
306,young adult,Private,202046,Bachelors,13,Never-married,Blue Collar,Handlers-cleaners,Not-in-family,White,Male,0,2001,40,United-States,0
307,young adult,Private,121102,Assoc-acdm,12,Never-married,White Collar,Tech-support,Not-in-family,White,Female,0,2001,30,United-States,0
308,young,Private,146879,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Male,0,2001,40,United-States,0
309,young adult,Private,213955,HS-grad,9,Never-married,White Collar,Adm-clerical,Own-child,Black,Male,0,2001,40,United-States,0
310,adult,?,123382,HS-grad,9,Separated,,Other,Not-in-family,Black,Female,0,2001,40,United-States,0
311,adult,Self-emp-not-inc,277783,Some-college,10,Divorced,Blue Collar,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,0
312,adult,Self-emp-not-inc,199741,HS-grad,9,Widowed,Blue Collar,Craft-repair,Not-in-family,White,Male,0,2001,35,United-States,0
313,young adult,Private,378322,HS-grad,9,Never-married,Blue Collar,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,0
314,young,Private,264390,Some-college,10,Never-married,White Collar,Adm-clerical,Own-child,White,Female,0,2001,40,United-States,0
315,young adult,Private,210029,HS-grad,9,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,2001,37,United-States,0
316,adult,Federal-gov,61885,Bachelors,13,Never-married,Blue Collar,Transport-moving,Not-in-family,Black,Male,0,2001,65,United-States,0
317,young adult,Local-gov,102942,Some-college,10,Never-married,Service,Other-service,Not-in-family,White,Female,0,2001,40,United-States,0
318,young adult,Private,209297,HS-grad,9,Never-married,Blue Collar,Machine-op-inspct,Not-in-family,Black,Male,0,2001,40,United-States,0
319,young,Private,198459,HS-grad,9,Never-married,White Collar,Adm-clerical,Own-child,White,Male,0,2001,40,United-States,0
320,young adult,?,40052,Some-college,10,Never-married,,Other,Not-in-family,White,Male,0,2001,45,United-States,0
321,adult,Private,93476,HS-grad,9,Separated,White Collar,Adm-clerical,Not-in-family,White,Female,0,2001,40,United-States,0
322,young adult,Private,174789,Bachelors,13,Never-married,Service,Other-service,Not-in-family,White,Male,0,2001,40,United-States,0
323,young adult,Private,189759,HS-grad,9,Never-married,Blue Collar,Farming-fishing,Not-in-family,White,Male,0,2001,40,United-States,0
324,young adult,Private,297847,HS-grad,9,Never-married,Service,Other-service,Not-in-family,Black,Female,0,2001,40,United-States,0
325,young adult,Private,124953,HS-grad,9,Never-married,Service,Other-service,Not-in-family,White,Male,0,1980,40,United-States,0
326,young adult,Private,116358,Some-college,10,Never-married,Blue Collar,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Philippines,0
327,young adult,Private,187119,Bachelors,13,Divorced,Service,Sales,Not-in-family,White,Female,0,1980,65,United-States,0
328,young adult,Self-emp-not-inc,161745,Bachelors,13,Married-spouse-absent,White Collar,Exec-managerial,Not-in-family,White,Male,0,1980,60,United-States,0
329,young adult,Federal-gov,469705,HS-grad,9,Never-married,Blue Collar,Craft-repair,Not-in-family,Black,Male,0,1980,40,United-States,0
330,young adult,Local-gov,304960,Assoc-acdm,12,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,0
331,adult,Private,175935,HS-grad,9,Divorced,Blue Collar,Transport-moving,Not-in-family,White,Male,0,1980,46,United-States,0
332,adult,Private,355728,Some-college,10,Separated,White Collar,Exec-managerial,Not-in-family,White,Male,0,1980,45,England,0
333,adult,Private,53956,Bachelors,13,Divorced,Service,Sales,Not-in-family,White,Male,0,1980,56,United-States,0
334,young adult,Private,184723,Bachelors,13,Never-married,White Collar,Tech-support,Not-in-family,White,Female,0,1980,35,United-States,0
335,adult,Federal-gov,185616,HS-grad,9,Never-married,White Collar,Adm-clerical,Not-in-family,White,Female,0,1980,40,United-States,0
336,young adult,Private,54595,10th,6,Widowed,Service,Other-service,Not-in-family,Black,Female,0,1980,40,United-States,0
337,adult,Private,126104,Masters,14,Divorced,White Collar,Adm-clerical,Not-in-family,White,Female,0,1980,45,United-States,0
338,adult,Private,139193,HS-grad,9,Divorced,Blue Collar,Machine-op-inspct,Not-in-family,White,Male,0,1980,48,United-States,0
339,young adult,Private,184306,Assoc-voc,11,Never-married,Blue Collar,Transport-moving,Own-child,White,Male,0,1980,60,United-States,0
340,young adult,Private,207301,HS-grad,9,Never-married,Service,Sales,Not-in-family,White,Female,0,1980,40,United-States,0
341,young adult,Private,199529,Some-college,10,Separated,White Collar,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,40,United-States,0
